UniqueID,TOWNNAME,STATE,Ecoregion,LATITUDE,LONGITUDE,Area_SqKM,ForestCovr,ForestArea,FIA_Plots,FIA_PltDns,FIA_FPlDns,Trees_FIA,Trees_Wit,WT_TreeDns,WT_FTrDns,WT_Method,WT_Year,WT_QualThr,FIA_QualTh,Min_Thrshd,PwrAnal,ag_decline,canopy_cov,clay,drain_clas,elevation,forest_cov,peak_ag,peak_ag_yr,ph_soil,precip,sand,temp_gdd,ruggedness,ASHS_WT,BASSWD_WT,BEECH_WT,BIRCHS_WT,BLKGUM_WT,CEDARS_WT,CHERRY_WT,CHSNUT_WT,CYPRES_WT,ELMS_WT,FIRS_WT,HEMLCK_WT,HICKRY_WT,HORNBM_WT,MAGNOL_WT,MAPLES_WT,OAKS_WT,PINES_WT,POPLAR_WT,SPRUCE_WT,SYCMOR_WT,TAMRAC_WT,TULIP_WT,WALNUT_WT,OTHER_WT,ASHS_FIA,BASSWD_FIA,BEECH_FIA,BIRCHS_FIA,BLKGUM_FIA,CEDARS_FIA,CHERRY_FIA,CHSNUT_FIA,CYPRES_FIA,ELMS_FIA,FIRS_FIA,HEMLCK_FIA,HICKRY_FIA,HORNBM_FIA,MAGNOL_FIA,MAPLES_FIA,OAKS_FIA,PINES_FIA,POPLAR_FIA,SPRUCE_FIA,SYCMOR_FIA,TAMRAC_FIA,TULIP_FIA,WALNUT_FIA,OTHER_FIA,ASHS_CH,BASSWD_CH,BEECH_CH,BIRCHS_CH,BLKGUM_CH,CEDARS_CH,CHERRY_CH,CHSNUT_CH,CYPRES_CH,ELMS_CH,FIRS_CH,HEMLCK_CH,HICKRY_CH,HORNBM_CH,MAGNOL_CH,MAPLES_CH,OAKS_CH,PINES_CH,POPLAR_CH,SPRUCE_CH,SYCMOR_CH,TAMRAC_CH,TULIP_CH,WALNUT_CH,OTHER_CH,SorDist,EucDist,Shan_wt,Shan_fia,Shan_dif,Simp_wt,Simp_fia,Simp_dif,tempdiff,tempdiff_i,N_khy_1850_i,N_khy_2000_i,N_to_1984_i,N_to_2000_i,N_khy_1850,N_khy_2000,N_to_1984,N_to_2000,envPCA1,envPCA2
602,NA,NA,LAUREN,44.95,-67.22,211.7513654,0.865923735,183.3605332,6,0.028335118,0.032722418,202,148,0.698932919,0.807152976,pitch/lot/warrant returns,1804,0.95,0.9,0.9,FIA,-0.0029729,69.622,6,excessively drained,34.2789,0.865924,0.0832089,1880,4.8,124.686,63.5,2530.51,13.4184,0,0,0.02027,0.108108,0,0.054054,0,0,0,0,0.182432,0.128378,0,0,0,0.027027,0,0.128378,0.033784,0.317568,0,0,0,0,0,0,0,0.018018018,0.068926015,0,0.194643272,0,0,0,0,0.253125654,0,0,0,0,0.136314515,0.003267974,0.054263566,0.05245958,0.218981406,0,0,0,0,0,0,0,-0.002251982,-0.039181985,0,0.140589272,0,0,0,0,0.070693654,-0.128378,0,0,0,0.109287515,0.003267974,-0.074114434,0.01867558,-0.098586594,0,0,0,0,0,0.342513666,0.265140774,6.626028,6.415549,-0.210478139,5.435239,5.577999,0.14275983,2.843512454,2.706843675,2.258594674,6.512042479,463.9223371,566.7076034,2.268588,6.283577,462.70018,562.483117,-0.410828953,-0.355813065
603,Embden,ME,LAUREN,44.924335,-69.871485,140.8198727,0.862304993,121.4296794,4,0.028405082,0.032940876,148,100,0.710127044,0.823521897,pitch/lot/warrant returns,1791,0.95,0.9,0.9,N,-0.00165181,67.0908,6.83934,somewhat excessively drained,154.793,0.862305,0.128064,1880,5.13659,106.679,55.5193,2658.51,44.5213,0.08,0,0.34,0.11,0,0.02,0,0,0,0.01,0.01,0.22,0,0,0,0.07,0.01,0.05,0,0.08,0,0,0,0,0,0.133228291,0.022934174,0.023809524,0.112044818,0,0.066176471,0,0,0,0.007352941,0.103116246,0.237219888,0,0.017857143,0,0.216561625,0,0,0.030287115,0.029411765,0,0,0,0,0,0.053228291,0.022934174,-0.316190476,0.002044818,0,0.046176471,0,0,0,-0.002647059,0.093116246,0.017219888,0,0.017857143,0,0.146561625,-0.01,-0.05,0.030287115,-0.050588235,0,0,0,0,0,0.42942577,0.377255782,6.680218,8.113982,1.433764618,5.076142,6.590373,1.514230372,2.721093401,2.677191043,3.58160738,8.465875935,635.0368134,764.7566973,4.019159,8.788445,674.138713,809.062728,-0.245156014,-0.23498578
604,WARNER'S GRANT,VT,ADIRON,44.88,-72.04,239.3496274,0.80639618,193.0106252,7,0.02924592,0.036267433,222,86,0.359307014,0.445571325,sundry surveys,1788,0.9,0.9,0.9,N,-0.00265676,63.9432,6.48572,well drained,457.82,0.806396,0.407856,1880,5.66204,115.797,58.4797,2432.48,91.7445,0,0,0.232558,0.104651,0,0.034884,0,0,0,0,0.104651,0.034884,0,0,0,0.174419,0,0,0,0.313953,0,0,0,0,0,0.068148361,0,0.067340067,0.159301347,0,0.169472789,0.006493506,0,0,0.004608295,0.174457628,0,0,0,0,0.260392617,0,0,0.020858021,0.058213083,0,0,0,0,0.010714286,0.068148361,0,-0.165217933,0.054650347,0,0.134588789,0.006493506,0,0,0.004608295,0.069806628,-0.034884,0,0,0,0.085973617,0,0,0.020858021,-0.255739917,0,0,0,0,0.010714286,0.455841849,0.364059677,5.55146,7.138767,1.587306332,4.821388,6.041616,1.220228006,2.349601515,2.46701713,4.219560278,9.852264856,738.8888762,888.3970703,4.710369,10.36256,788.209183,946.455609,-0.111132207,0.072205309
605,EastportCty,ME,LAUREN,44.84,-67.02,88.04345138,0.790304777,69.58116021,4,0.045432113,0.057486825,200,108,1.226667041,1.552144283,sundry surveys,1800,0.95,0.95,0.95,WT,-0.0029729,59.4303,6,excessively drained,27.6202,0.790305,0.0832089,1880,4.8,116.942,63.5,2399.94,12.9392,0,0,0,0.268519,0,0.037037,0,0,0,0,0.111111,0,0,0,0,0,0,0,0.009259,0.564815,0,0,0,0,0.009259,0,0,0,0.213093116,0,0.267086013,0.004545455,0,0,0,0.254995879,0,0,0,0,0.033741454,0,0.003968254,0,0.125795636,0,0.096774194,0,0,0,0,0,0,-0.055425884,0,0.230049013,0.004545455,0,0,0,0.143884879,0,0,0,0,0.033741454,0,0.003968254,-0.009259,-0.439019364,0,0.096774194,0,0,-0.009259,0.512963248,0.529289178,3.091389,5.355393,2.264004487,2.469091,4.804662,2.335570467,2.843512454,2.711175932,2.191670704,6.431320711,456.7743068,558.3199557,2.268588,6.283577,462.70018,562.483117,-0.413354163,-0.362860564
607,ENOSBURG,VT,ADIRON,44.83,-72.76,279.9724886,0.76999536,215.5775172,10,0.035717795,0.046387026,357,111,0.396467526,0.514895994,sundry surveys,1789,0.9,0.9,0.9,FIA,-0.00319404,66.0032,5.94903,somewhat excessively drained,303.074,0.769995,0.608324,1871.29,5.15073,119.987,63.3748,2717.21,147.1,0.009009,0.009009,0.432432,0.072072,0,0,0,0,0,0.018018,0.009009,0.198198,0,0.054054,0,0.126126,0.009009,0,0,0.063063,0,0,0,0,0,0.035482908,0.009677419,0.074260753,0.130922142,0,0,0.02207732,0,0,0.036507937,0.008823529,0.225586045,0,0,0,0.370465284,0,0.035805993,0.018700104,0.027830537,0,0,0,0.002272727,0.001587302,0.026473908,0.000668419,-0.358171247,0.058850142,0,0,0.02207732,0,0,0.018489937,-0.000185471,0.027388045,0,-0.054054,0,0.244339284,-0.009009,0.035805993,0.018700104,-0.035232463,0,0,0,0.002272727,0.001587302,0.45665291,0.446784264,5.518344,6.623046,1.104702126,3.922644,4.619927,0.697283298,2.349601515,2.487254532,4.304579727,10.23770334,758.6270152,913.8192487,4.710369,10.36256,788.209183,946.455609,-0.253785709,0.276574427
609,NA,NA,ADIRON,44.79,-71.66,169.0061581,0.955430464,161.4736321,5,0.029584721,0.030964808,183,71,0.420103035,0.439700272,sundry surveys,1787,0.9,0.9,0.9,N,-0.00333173,71.6093,6.40819,somewhat excessively drained,429.404,0.95543,0.20029,1880.01,4.93185,107.762,70.2845,2500.09,100.323,0.042254,0.014085,0.126761,0.225351,0,0.028169,0,0,0,0.014085,0.098592,0.098592,0,0,0,0.056338,0,0.028169,0,0.267605,0,0,0,0,0,0,0,0.176795315,0.1842821,0,0,0.025,0,0,0,0.133491461,0.011437908,0,0,0,0.215295473,0,0,0.093951613,0.147044517,0,0.006451613,0,0,0.00625,-0.042254,-0.014085,0.050034315,-0.0410689,0,-0.028169,0.025,0,0,-0.014085,0.034899461,-0.087154092,0,0,0,0.158957473,0,-0.028169,0.093951613,-0.120560483,0,0.006451613,0,0,0.00625,0.375544787,0.257114673,7.569552,6.883785,-0.685766986,6.066203,6.223779,0.15757538,2.349601515,2.455575499,4.281244748,9.707153146,738.3417142,885.9451995,4.710369,10.36256,788.209183,946.455609,-0.28494981,0.257018312
610,Errol,NH,ADIRON,44.77,-71.14,174.8371284,0.85333951,149.1954296,5,0.028598045,0.033513091,125,235,1.344108097,1.575115274,lotting/PLS section,1801,0.95,0.9,0.9,N,-0.00266969,76.7709,4.11082,somewhat excessively drained,441.386,0.853339,0.135136,1890,5.00051,103.567,66.8385,2438.07,70.1431,0.012766,0,0.174468,0.089362,0,0.029787,0,0,0,0,0.195745,0.017021,0,0,0,0.029787,0,0,0.004255,0.434043,0,0.012766,0,0,0,0,0,0.148138138,0.131043544,0,0,0.005405405,0,0,0,0.041666667,0.005405405,0,0,0,0.469954955,0,0,0.032432432,0.165953453,0,0,0,0,0,-0.012766,0,-0.026329862,0.041681544,0,-0.029787,0.005405405,0,0,0,-0.154078333,-0.011615595,0,0,0,0.440167955,0,0,0.028177432,-0.268089547,0,-0.012766,0,0,0,0.515432336,0.542182528,5.02877,4.491474,-0.537295365,3.737726,3.443978,-0.293748119,2.384873353,2.505053099,4.192274353,9.403498196,719.4836711,863.0752656,4.019159,8.788445,674.138713,809.062728,-0.302580198,0.150726156
611,Ervings Location,NH,ADIRON,44.7631,-71.271,126.9106254,0.976406263,123.9163295,5,0.039397804,0.040349807,187,256,2.017167587,2.065910127,lotting/PLS section,1801,0.95,0.9,0.9,WT & FIA,-0.00266969,84.2379,5.88002,somewhat excessively drained,634.211,0.976406,0.135136,1890,4.84341,118.833,67.4278,2324.45,116.141,0,0,0.136719,0.160156,0,0.039063,0,0,0,0,0.207031,0.003906,0,0,0,0.050781,0,0,0,0.394531,0,0,0,0,0.007813,0,0,0.017122947,0.395863349,0,0,0,0,0,0,0.255841797,0,0,0,0,0.184657287,0,0,0,0.14651462,0,0,0,0,0,0,0,-0.119596053,0.235707349,0,-0.039063,0,0,0,0,0.048810797,-0.003906,0,0,0,0.133876287,0,0,0,-0.24801638,0,0,0,0,-0.007813,0.418394433,0.391511005,4.933009,3.969268,-0.963740992,4.047936,3.596852,-0.4510832,2.384873353,2.487509846,4.232192195,9.488721133,726.1173964,870.8838706,4.710369,10.36256,788.209183,946.455609,-0.202496686,0.496732063
612,Palmyra,ME,LAUREN,44.75,-69.31,212.0824372,0.739320846,156.7969668,7,0.033006033,0.044643721,337,93,0.438508729,0.593123718,sundry surveys,1817,0.9,0.9,0.9,FIA,-0.00193842,59.1838,12.7885,moderately well drained,80.697,0.739321,0.165648,1880,5.21474,108.957,35.8275,2795.87,22.9262,0.053763,0,0.215054,0.086022,0,0.139785,0,0,0,0.010753,0.010753,0.204301,0,0,0,0.075269,0.021505,0.021505,0,0.16129,0,0,0,0,0,0.031834706,0,0.003246753,0.0436347,0,0.284912474,0.042857143,0,0,0.014285714,0.205242663,0.043671473,0,0,0,0.176059527,0.00310559,0.009141807,0.114975649,0.027031801,0,0,0,0,0,-0.021928294,0,-0.211807247,-0.0423873,0,0.145127474,0.042857143,0,0,0.003532714,0.194489663,-0.160629527,0,0,0,0.100790527,-0.01839941,-0.012363193,0.114975649,-0.134258199,0,0,0,0,0,0.60177317,0.419015389,7.766314,7.338476,-0.427837912,6.637758,5.707243,-0.93051486,2.721093401,2.72763116,3.327325543,7.981480391,601.0988487,724.1758396,4.019159,8.788445,674.138713,809.062728,0.026605903,-0.458580541
613,NA,NA,LAUREN,44.75,-67.16,324.2304614,0.841682327,272.8990491,10,0.030842259,0.036643587,385,60,0.185053556,0.219861521,sundry surveys,1800,0.85,0.9,0.85,FIA,-0.0029729,66.3678,6,excessively drained,35.2603,0.841682,0.0832089,1880,4.8,124.071,63.5,2484.24,14.7646,0,0,0.033333,0.1,0,0.066667,0,0,0,0,0.233333,0,0,0,0,0.05,0,0.066667,0,0.45,0,0,0,0,0,0,0,0,0.143105465,0,0.036212121,0.00212766,0,0,0,0.496458294,0,0,0,0,0.07447063,0,0,0.010526316,0.237099514,0,0,0,0,0,0,0,-0.033333,0.043105465,0,-0.030454879,0.00212766,0,0,0,0.263125294,0,0,0,0,0.02447063,0,-0.066667,0.010526316,-0.212900486,0,0,0,0,0,0.343355364,0.351591862,4.727457,3.82569,-0.901766968,3.57853,3.02903,-0.549500174,2.843512454,2.722940726,2.213443072,6.397033379,458.6745259,559.878245,2.268588,6.283577,462.70018,562.483117,-0.41018651,-0.350044269
614,NA,NA,ADIRON,44.75,-71.79,229.4037006,0.960348068,220.3074005,7,0.030513893,0.031773785,202,81,0.353089335,0.367668085,outlines,1788,0.9,0.9,0.9,N,-0.00333592,74.2791,6.10931,somewhat excessively drained,504.041,0.960348,0.201769,1880,5.05093,118.746,72.5112,2375.01,133.02,0,0,0.111111,0.246914,0,0.024691,0,0,0,0,0.08642,0.049383,0,0,0,0.049383,0,0.012346,0.012346,0.395061,0,0,0,0,0.012346,0.009852217,0,0.104930422,0.248329767,0,0.019704433,0.004464286,0,0,0.004926108,0.053619467,0.004464286,0,0,0,0.366282443,0,0,0,0.183426571,0,0,0,0,0,0.009852217,0,-0.006180578,0.001415767,0,-0.004986567,0.004464286,0,0,0.004926108,-0.032800533,-0.044918714,0,0,0,0.316899443,0,-0.012346,-0.012346,-0.211634429,0,0,0,0,-0.012346,0.337558152,0.385968337,5.580356,5.031458,-0.548898037,4.118649,4.099861,-0.018787917,2.349601515,2.437218756,4.348095117,9.810741558,746.8494176,896.0420292,4.710369,10.36256,788.209183,946.455609,-0.265630017,0.416553364
615,Cannan,ME,LAUREN,44.747,-69.6792,528.0816388,0.737224772,389.3148658,11,0.020830113,0.028254765,389,82,0.155279021,0.210626429,deeds,1817,0.85,0.9,0.85,N,-0.00165411,59.4525,13.9526,well drained,91.5074,0.737225,0.128426,1880,5.32134,107.039,42.4307,2866.39,33.6481,0,0.012048,0.084338,0.108434,0,0.012048,0.012048,0,0,0.060241,0,0.337349,0,0,0,0.096386,0.060241,0.012048,0.048192,0.13253,0,0,0,0.024096,0,0.051516078,0,0.013216196,0.07048795,0,0.061895551,0.036223329,0,0,0.007443878,0.154762464,0.0919748,0,0.009542484,0,0.297180953,0.007792208,0.064989316,0.069027572,0.011025145,0,0.047727273,0,0.005194805,0,0.051516078,-0.012048,-0.071121804,-0.03794605,0,0.049847551,0.024175329,0,0,-0.052797122,0.154762464,-0.2453742,0,0.009542484,0,0.200794953,-0.052448792,0.052941316,0.020835572,-0.121504855,0,0.047727273,0,-0.018901195,0,0.612142824,0.403868769,8.139368,9.595228,1.455859626,5.87298,6.882802,1.009822128,2.721093401,2.712146682,3.600189887,8.362313308,632.1145554,760.6020379,4.019159,8.788445,674.138713,809.062728,0.012401121,-0.432398241
618,FAIRFAX,VT,LAUREN,44.7,-73.02,189.5269326,0.680083598,128.8941583,4,0.02110518,0.031033214,139,180,0.949733093,1.396494631,sundry surveys,1801,0.95,0.9,0.9,WT,-0.00318596,57.9165,6.54729,somewhat excessively drained,226.013,0.680084,0.629754,1870.13,5.71385,103.85,66.2473,2849.83,75.1893,0.022222,0.038889,0.366666,0.077778,0,0,0.005556,0,0,0.038889,0,0.122222,0,0.027778,0,0.238889,0.005556,0.022222,0,0.016667,0,0,0,0.011111,0.005556,0.013888889,0,0,0.142706856,0,0,0.027777778,0,0,0.010416667,0,0.353280142,0,0,0,0.451929669,0,0,0,0,0,0,0,0,0,-0.008333111,-0.038889,-0.366666,0.064928856,0,0,0.022221778,0,0,-0.028472333,0,0.231058142,0,-0.027778,0,0.213040669,-0.005556,-0.022222,0,-0.016667,0,0,0,-0.011111,-0.005556,0.531249679,0.491984345,6.629393,3.356343,-3.273049992,4.591846,2.853185,-1.738660916,2.469186459,2.467838674,4.481712431,10.47733786,780.4505281,939.3728482,4.710369,10.36256,788.209183,946.455609,-0.258323134,-0.173711469
619,BARTON,VT,ADIRON,44.69,-72.23,221.017838,0.795751162,175.8752013,7,0.031671652,0.039800949,223,48,0.217177041,0.272920796,outlines,1786,0.85,0.9,0.85,N,-0.00273728,65.1984,7.41567,well drained,463.967,0.795751,0.467933,1880,5.83244,115.255,50.2621,2431.1,74.6968,0.020833,0,0.208333,0.104167,0,0.041667,0,0,0,0,0.104167,0.083333,0,0,0,0.208333,0,0,0,0.229167,0,0,0,0,0,0.00952381,0,0.018707483,0.066057639,0,0.142117682,0.032086168,0,0,0,0.182555246,0.007722008,0,0.028571429,0,0.379515996,0,0,0.027670528,0.101712615,0,0.003759398,0,0,0,-0.01130919,0,-0.189625517,-0.038109361,0,0.100450682,0.032086168,0,0,0,0.078388246,-0.075610992,0,0.028571429,0,0.171182996,0,0,0.027670528,-0.127454385,0,0.003759398,0,0,0,0.442109446,0.328121951,6.570353,6.397646,-0.172706566,5.877552,4.642714,-1.234837947,2.349601515,2.413856358,4.472232378,10.09501869,764.1029913,917.8057349,4.710369,10.36256,788.209183,946.455609,-0.007970648,-0.040852536
620,Jonesboro,ME,LAUREN,44.66,-67.59,185.0195435,0.817340293,151.2239278,4,0.021619338,0.026450841,200,48,0.259432053,0.317410086,sundry surveys,1800,0.9,0.9,0.9,N,-0.0029729,60.781,12.5242,well drained,27.4008,0.81734,0.0832089,1880,5.0689,128.764,47.0753,2548.53,15.3491,0,0,0,0.125,0,0,0,0,0,0,0.354167,0,0,0,0,0,0,0.020833,0,0.5,0,0,0,0,0,0,0,0,0.03771821,0,0.043650794,0,0,0,0,0.331065445,0,0,0,0,0.123886953,0,0.026229191,0,0.217212327,0,0.22023708,0,0,0,0,0,0,-0.08728179,0,0.043650794,0,0,0,0,-0.023101555,0,0,0,0,0.123886953,0,0.005396191,0,-0.282787673,0,0.22023708,0,0,0,0.393171018,0.392310489,2.871325,5.183085,2.311760543,2.554322,4.451292,1.896969284,2.843512454,2.730995152,2.330924933,6.439819149,471.9504419,573.9411557,2.268588,6.283577,462.70018,562.483117,-0.107556133,-0.479919898
621,Coits Gore,VT,ADIRON,44.645,-72.837,163.1385371,0.78435883,127.9591521,5,0.030648798,0.03907497,175,119,0.729441382,0.92998428,sundry surveys,1890,0.95,0.9,0.9,N,-0.00324806,66.9955,5.87818,somewhat excessively drained,279.013,0.784359,0.467981,1878.88,5.31509,111.564,71.2144,2760.78,118.817,0.008403,0.008403,0.319328,0.10084,0,0,0,0,0,0.042017,0,0.109244,0,0,0,0.201681,0,0.02521,0,0.134454,0,0,0,0.042017,0.008403,0.03550447,0,0.075026123,0.13605369,0,0,0,0,0,0,0,0.228484848,0,0,0,0.493191737,0,0,0,0.03173913,0,0,0,0,0,0.02710147,-0.008403,-0.244301877,0.03521369,0,0,0,0,0,-0.042017,0,0.119240848,0,0,0,0.291510737,0,-0.02521,0,-0.10271487,0,0,0,-0.042017,-0.008403,0.473066746,0.419181055,6.753594,3.973501,-2.780093383,5.341747,3.107029,-2.234718302,2.349601515,2.447497064,4.565759957,10.44367952,784.0530724,942.822376,4.710369,10.36256,788.209183,946.455609,-0.321433055,0.128138526
622,Roxbury,ME,ADIRON,44.6418,-70.59992,115.5169716,0.917745983,106.0152366,5,0.043283683,0.047163032,194,316,2.735528777,2.980703624,lotting/PLS section,1807,0.95,0.9,0.9,WT & FIA,-0.00311333,83.1053,6.13453,well drained,366.317,0.917746,0.23174,1880,4.8275,123.492,67.4654,2541.23,128.979,0.009494,0,0.212025,0.056962,0,0.022152,0,0,0,0.003165,0.022152,0.218354,0,0,0,0.047468,0,0,0,0.408228,0,0,0,0,0,0.013333333,0,0.128683386,0.200899952,0,0,0.004878049,0,0,0,0.124074895,0.036262626,0,0,0,0.285553395,0,0.017979798,0.008888889,0.179445676,0,0,0,0,0,0.003839333,0,-0.083341614,0.143937952,0,-0.022152,0.004878049,0,0,-0.003165,0.101922895,-0.182091374,0,0,0,0.238085395,0,0.017979798,0.008888889,-0.228782324,0,0,0,0,0,0.519532312,0.425648987,4.787306,6.230278,1.442972283,3.761341,5.319853,1.558512153,2.563843078,2.592678918,4.147946232,9.12634362,702.3274035,842.2499935,4.019159,8.788445,674.138713,809.062728,-0.29340097,0.334055418
623,Frankfort,ME,LAUREN,44.63,-68.9,171.4238972,0.760905974,130.4374675,5,0.029167462,0.038332544,193,232,1.353370235,1.778630055,deeds,1811,0.95,0.9,0.9,WT & FIA,-0.00443074,61.5091,16.3987,moderately well drained,74.5734,0.760906,0.49303,1880,5.45641,110.005,27.732,2966.52,41.1457,0.021552,0.00431,0.090517,0.301724,0,0.008621,0,0,0,0,0.025862,0.125,0,0,0,0.090517,0.030172,0.056034,0.012931,0.206897,0,0,0,0,0.025862,0.037218491,0,0.0191582,0.072589958,0,0.024726776,0,0,0,0.015384615,0.273529247,0,0,0,0,0.265060803,0.097076508,0.068261456,0.090745732,0.036248214,0,0,0,0,0,0.015666491,-0.00431,-0.0713588,-0.229134042,0,0.016105776,0,0,0,0.015384615,0.247667247,-0.125,0,0,0,0.174543803,0.066904508,0.012227456,0.077814732,-0.170648786,0,0,0,0,-0.025862,0.626314441,0.454152944,7.70496,7.378392,-0.32656814,5.815041,5.663241,-0.151799662,2.721093401,2.754672649,3.075154144,7.564565713,570.1276492,687.5524404,4.019159,8.788445,674.138713,809.062728,0.19706861,-0.484324961
626,NA,NA,LAUREN,44.61,-68.31,389.3776786,0.784245974,305.3678767,13,0.033386608,0.042571603,470,58,0.148955637,0.189934844,sundry surveys,1792,0.85,0.9,0.85,FIA,-0.00405191,68.4143,14.1935,well drained,59.7578,0.784246,0.129659,1880,5.17436,119.691,47.4117,2912.97,31.0844,0,0.017241,0.155172,0.103448,0,0.103448,0,0,0,0,0.017241,0.034483,0,0,0,0.051724,0,0.086207,0.103448,0.293104,0,0,0,0,0.034483,0,0,0.007692308,0.077800825,0,0.090239503,0,0,0,0,0.246032363,0.039765319,0,0,0,0.199689768,0.021153846,0.02585971,0.082678809,0.201761541,0,0.007326007,0,0,0,0,-0.017241,-0.147479692,-0.025647175,0,-0.013208497,0,0,0,0,0.228791363,0.005282319,0,0,0,0.147965768,0.021153846,-0.06034729,-0.020769191,-0.091342459,0,0.007326007,0,0,-0.034483,0.410519009,0.333547366,8.081934,7.31017,-0.771764397,6.444443,6.062153,-0.382290207,2.843512454,2.742167117,2.696933223,7.004699807,522.7899513,632.5956131,2.268588,6.283577,462.70018,562.483117,-0.049197532,-0.429903952
627,Jackson,ME,LAUREN,44.6,-69.2,197.3202466,0.84928964,167.5820412,3,0.015203711,0.01790168,66,73,0.369956967,0.435607536,deeds,1811,0.9,0.85,0.85,N,-0.00448829,70.55,9.81749,well drained,148.76,0.84929,0.50002,1880,4.98524,112.215,48.5199,2964.31,42.3479,0,0.054795,0.328766,0.082192,0,0.013699,0,0,0,0.013699,0.013699,0.150685,0,0,0,0.178082,0,0.013699,0,0.150685,0,0,0,0,0,0.043478261,0,0.192753623,0.014492754,0,0,0,0,0,0,0.262626263,0.043478261,0,0,0,0.372463768,0,0,0.02020202,0.050505051,0,0,0,0,0,0.043478261,-0.054795,-0.136012377,-0.067699246,0,-0.013699,0,0,0,-0.013699,0.248927263,-0.107206739,0,0,0,0.194381768,0,-0.013699,0.02020202,-0.100179949,0,0,0,0,0,0.506989558,0.38758854,6.315276,4.952845,-1.362430354,5.109317,3.971321,-1.137996187,2.721093401,2.760857866,3.304804478,7.868044604,596.5356852,718.2082592,4.019159,8.788445,674.138713,809.062728,-0.136792148,-0.244968545
628,WESTFORD,VT,LAUREN,44.5933,-73.03,101.6732539,0.760082144,77.28002483,2,0.019670857,0.025879909,65,244,2.399844508,3.157348882,lotting/PLS section,1802,0.95,0.85,0.85,WT,-0.00377974,65.5766,6.86632,well drained,237.026,0.760082,0.662433,1879.99,5.53402,107.047,59.889,2840.18,71.1137,0.004098,0.028689,0.62295,0.016393,0,0,0,0,0,0.008197,0.004098,0.098361,0,0.020492,0,0.143443,0,0,0,0.036885,0,0.008197,0,0,0.008197,0.114285714,0,0.033333333,0.05952381,0,0,0,0,0,0,0.033333333,0.083333333,0,0,0,0.297619048,0,0.2,0.178571429,0,0,0,0,0,0,0.110187714,-0.028689,-0.589616667,0.04313081,0,0,0,0,0,-0.008197,0.029235333,-0.015027667,0,-0.020492,0,0.154176048,0,0.2,0.178571429,-0.036885,0,-0.008197,0,0,-0.008197,0.715301333,0.67911193,3.801263,6.295747,2.494483979,2.372902,5.369536,2.996633824,2.469186459,2.444538735,4.644118415,10.58911801,796.1928866,957.1011257,4.710369,10.36256,788.209183,946.455609,-0.210621151,-0.151907758
629,WOLCOTT,VT,ADIRON,44.57,-72.46,187.5947423,0.82741482,155.21867,6,0.031983839,0.038655144,194,56,0.298515829,0.360781342,outlines,1786,0.85,0.9,0.85,N,-0.00325327,68.2459,5.90365,somewhat excessively drained,356.597,0.827415,0.47322,1880,5.36354,111.976,69.6086,2547.3,65.4924,0,0,0.196429,0.214286,0,0,0,0,0,0,0.089286,0.053571,0,0,0,0.214286,0,0.017857,0,0.214286,0,0,0,0,0,0.075310045,0,0.115333895,0.164579125,0,0,0.011494253,0,0,0,0.163123089,0.096906566,0,0,0,0.350264523,0,0,0,0.022988506,0,0,0,0,0,0.075310045,0,-0.081095105,-0.049706875,0,0,0.011494253,0,0,0,0.073837089,0.043335566,0,0,0,0.135978523,0,-0.017857,0,-0.191297494,0,0,0,0,0,0.339955805,0.27854005,5.779646,5.860954,0.081308443,5.333318,4.868415,-0.464902807,2.349601515,2.39404252,4.647229046,10.30652927,782.2218816,939.4906557,4.710369,10.36256,788.209183,946.455609,-0.286168404,-0.021101995
630,Rumford,ME,ADIRON,44.54214,-70.622741,162.9258971,0.860794592,140.2457311,3,0.018413279,0.021391025,86,887,5.444192824,6.324613186,lotting/PLS section,1780,0.95,0.85,0.85,WT,-0.00311333,75.3145,4.0644,excessively drained,308.669,0.860795,0.23174,1880,4.8,118.812,68.8456,2660.27,109.213,0.02593,0.014656,0.282976,0.136415,0,0,0.002255,0,0,0.012401,0.012401,0.142052,0,0.011274,0,0.153326,0.040586,0.049605,0.022548,0.091319,0,0,0,0,0.002255,0.018518519,0,0,0.018783069,0,0.027777778,0,0,0,0,0.326455026,0,0,0,0,0.357142857,0.018783069,0.185185185,0.038095238,0.009259259,0,0,0,0,0,-0.007411481,-0.014656,-0.282976,-0.117631931,0,0.027777778,-0.002255,0,0,-0.012401,0.314054026,-0.142052,0,-0.011274,0,0.203816857,-0.021802931,0.135580185,0.015547238,-0.082059741,0,0,0,0,-0.002255,0.696775933,0.530497846,8.334107,4.646143,-3.687964497,6.383268,3.67952,-2.703748401,2.721093401,2.590382728,4.236646241,9.173357919,711.4283803,852.1865336,4.019159,8.788445,674.138713,809.062728,-0.37818413,0.237228553
